source_section,clause_id,source_anchor,requirement,target_story,proposed_treatment,implementation_status,semantic_verification,planned_check
WSJF-35,WSJF-35.03,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L880-L897,"Bei fehlender sicherer Implementierungsarbeit dürfen freie Agents kommende Stories, Confidence, Risiken und technische Schulden untersuchen und dokumentieren.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Ohne sichere Ready Story entsteht Refinement-/Test-Arbeit ohne künstliche Story.
WSJF-36,WSJF-36.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L898-L925,"Relevante Implementierung soll bei mehreren Agents möglichst von einem anderen Agent reviewed werden, besonders bei kritischen Bereichen.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Implementierung durch Agent A wird von Agent B reviewed und von Integration Agent übernommen.
WSJF-36,WSJF-36.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L898-L925,"Bevorzugter Ablauf: Agent A implementiert und korrigiert, Agent B reviewed, Integration Agent integriert.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Implementierung durch Agent A wird von Agent B reviewed und von Integration Agent übernommen.
WSJF-36,WSJF-36.03,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L898-L925,"Fremdreview ist besonders wichtig für Security, Authentifizierung, Authorization, Datenmigrationen, CMS, Analytics, globale Templates, Design-Systeme und zentrale Architektur.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Implementierung durch Agent A wird von Agent B reviewed und von Integration Agent übernommen.
WSJF-37,WSJF-37.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L926-L940,"Review prüft bestehende Acceptance Criteria und Projektregeln; es erfindet keine Fachanforderungen und ersetzt keine Benutzer-, Design- oder Architekturentscheidung.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Review-Fixture mit ungeklärter AC schreibt Frage in State, ändert AC/Designentscheidung nicht."
WSJF-37,WSJF-37.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L926-L940,Unklare Review-Befunde werden im gemeinsamen Scrum-State dokumentiert.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Review-Fixture mit ungeklärter AC schreibt Frage in State, ändert AC/Designentscheidung nicht."
WSJF-38,WSJF-38.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L941-L968,Nach Implementierung folgt Review und dann Integration; Implementierung allein bedeutet nicht Done.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Done-Versuch vor Review oder Integration scheitert; Integration prüft AC, Tests und Regression."
WSJF-38,WSJF-38.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L941-L968,"Integration prüft Merge-Konflikte, gemeinsame Komponenten, Tests, Acceptance Criteria, Regressionen, Projektregeln und Traceability vor Done.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Done-Versuch vor Review oder Integration scheitert; Integration prüft AC, Tests und Regression."
WSJF-39,WSJF-39.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L969-L983,Implementation Agent markiert eigene Arbeit höchstens Review oder Integration; Done erst nach erfolgreicher Prüfung und Integration.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Implementation Agent kann eigenen Work Item nicht direkt Done setzen.
WSJF-40,WSJF-40.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L984-L1007,"Bei veränderten Fakten werden Time Criticality, Risk/Opportunity, Job Size, Confidence, Cost of Delay und WSJF neu bewertet und berechnet.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Faktenänderung zu Deadline/Size erzeugt aktualisierte Werte und neu berechneten WSJF.
WSJF-41,WSJF-41.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1008-L1017,"Confirmed oder Overridden Business Value bleibt trotz Neubewertung unverändert, bis der Benutzer ihn ausdrücklich ändert.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Confirmed/Overridden BV bleibt bei Re-Evaluation gleich; Vorschlag erscheint separat.
WSJF-42,WSJF-42.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1018-L1034,Höher priorisierte neue Story unterbricht laufende sinnvolle Arbeit nicht automatisch.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Höherer neuer WSJF lässt laufenden Claim bestehen; kritische Ausnahme wird begründet dokumentiert.
WSJF-42,WSJF-42.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1018-L1034,"Unterbrechung kommt nur bei kritischer Security, Datenverlust, Produktionsfehler, harter Deadline oder expliziter Benutzer- beziehungsweise Prioritätsentscheidung in Betracht.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Höherer neuer WSJF lässt laufenden Claim bestehen; kritische Ausnahme wird begründet dokumentiert.
WSJF-43,WSJF-43.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1035-L1057,"Sprint Planning schlägt Ready-, Top- und blockierte Stories, Dependencies, Parallelisierung, Konflikte, Enabler und Reihenfolge als Sprint Candidate Set vor.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Sprint Candidate Set zeigt Ready/Blocker/Enabler; tatsächlicher Scope verlangt Planungsentscheidung.
WSJF-43,WSJF-43.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1035-L1057,Tatsächlicher Sprint Scope bleibt bewusste Planung und folgt nicht automatisch aus WSJF.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Sprint Candidate Set zeigt Ready/Blocker/Enabler; tatsächlicher Scope verlangt Planungsentscheidung.
WSJF-44,WSJF-44.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1058-L1083,"Für gewählten Sprint Scope zeigt Sprint Execution Graph parallele Arbeit, Dependencies, Blocker, Zuweisungen und nächste mögliche Pull-Arbeit.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Sprintgraph-Fixture zeigt parallele Tasks, Vorgänger, Blocker, Zuweisung und Next Pull."
WSJF-45,WSJF-45.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1084-L1118,"Controller liefert jederzeit kompakten entscheidungsorientierten Teamstatus zu aktiven Agents, In Progress, Review, Blocked und Next Ready.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Teamstatus-Fixture zeigt Agents, In Progress, Review, Blocked und Next Ready kompakt."
WSJF-46,WSJF-46.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1119-L1137,"Freie Agents dürfen parallel zur Implementierung kommende Stories, Größe, Dependencies, Repositorywirkung, Acceptance Criteria, Parallelisierung, Confidence und Risiken verfeinern.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Refinement ändert Confidence/Dependencies, lässt fachliche AC unverändert."
WSJF-46,WSJF-46.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1119-L1137,Refinement ändert fachliche Anforderungen nicht eigenständig.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Refinement ändert Confidence/Dependencies, lässt fachliche AC unverändert."
WSJF-47,WSJF-47.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1138-L1158,"Ready erfordert User Story, Value Description, Acceptance Criteria, WSJF, analysierte Dependencies, Job Size, Confidence, Parallelization Status und bekannten Conflict Scope.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Ready-Prüfung scheitert bei fehlenden Pflichtfeldern oder zwingender Entscheidung, nicht bei bloßer Restunsicherheit."
WSJF-47,WSJF-47.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1138-L1158,"Nur Unsicherheit, die sinnvolle Implementierung verhindert, oder zwingende ungeklärte Entscheidung verhindert Ready.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Ready-Prüfung scheitert bei fehlenden Pflichtfeldern oder zwingender Entscheidung, nicht bei bloßer Restunsicherheit."
WSJF-48,WSJF-48.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1159-L1174,"Done erfordert erfüllte Acceptance Criteria, abgeschlossene Implementierung, erfolgreiche notwendige Tests, Review und Integration.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Done-Prüfung scheitert bei fehlenden Tests, Review, Integration, Doku oder Regressionfreiheit."
WSJF-48,WSJF-48.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1159-L1174,"Done erfordert aktualisierte relevante Dokumentation, erhaltene Traceability, Projektregelkonformität und keine bekannten verursachten Regressionen.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Done-Prüfung scheitert bei fehlenden Tests, Review, Integration, Doku oder Regressionfreiheit."
WSJF-49,WSJF-49.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1175-L1195,"Agents dokumentieren technische Entscheidungen, Dependencies, Risiken, Größenänderungen, Blocker, Reviews, Integrationshinweise und betroffene Komponenten im gemeinsamen State.",ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Agent B findet Entscheidungen/Blocker im State ohne Zugriff auf Chat von Agent A.
WSJF-49,WSJF-49.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1175-L1195,Agents verlassen sich für relevante Projektinformationen nicht auf fremde Chat-Verläufe.,ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Agent B findet Entscheidungen/Blocker im State ohne Zugriff auf Chat von Agent A.
WSJF-50,WSJF-50.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1196-L1207,Notwendige Absprachen und Informationen sind ausdrücklich im gemeinsamen State dokumentiert; verborgenes Agentenwissen darf keine Voraussetzung sein.,ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Agent B rekonstruiert Übergabe aus State und erkennt fehlende verdeckte Vorbedingung.
WSJF-51,WSJF-51.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1208-L1223,"Technische Übergabe dokumentiert Umsetzung, betroffene Dateien/Komponenten, ausgeführte Tests, Grenzen, offene Punkte, Folgearbeit und Entscheidungen.",ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Übergabe-Fixture prüft Dateien, Tests, Grenzen, Folgearbeit und Entscheidungen."
WSJF-52,WSJF-52.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1224-L1241,"Jeder Blocker hat ID, Beschreibung, betroffene Story, Blocked By, Melder, notwendige Auflösung und Status im gemeinsamen State.",ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Blocker-Fixture ohne ID, Auflösung oder Status wird zurückgewiesen und bleibt teamweit sichtbar."
WSJF-53,WSJF-53.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1242-L1263,"Dependencies modellieren mindestens Depends On, Blocks und Related To sowie harte und weiche Abhängigkeiten.",ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Dependency-Fixture zeigt Depends On/Blocks/Related To und Hard-vs-Soft-Startverhalten.
WSJF-53,WSJF-53.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1242-L1263,Harte Dependency verhindert sinnvollen Start; weiche erlaubt Start mit Koordination oder späterer Integration.,ST-SOT-22,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Dependency-Fixture zeigt Depends On/Blocks/Related To und Hard-vs-Soft-Startverhalten.
WSJF-54,WSJF-54.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1264-L1279,Blockierte hohe WSJF-Story wird nicht automatisch gestartet; notwendige Vorgänger oder Enabler werden geprüft.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Hohe blockierte Story wird übersprungen; niedriger Enabler wird mit Freischaltgrund vorgezogen.
WSJF-54,WSJF-54.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1264-L1279,Vorzuziehender niedriger bewerteter Enabler zur Freischaltung hoher Werte erhält dokumentierte Reihenfolgebegründung.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Hohe blockierte Story wird übersprungen; niedriger Enabler wird mit Freischaltgrund vorgezogen.
WSJF-55,WSJF-55.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1280-L1294,"Eigenständig geführte Enabler erhalten WSJF und Opportunity Enablement anhand freigeschalteter Stories, gespartem Folgeaufwand, Architektur und Strategie.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Enabler-Fixture erhält eigenen WSJF ohne automatischen Vorrang vor fachlicher Story.
WSJF-55,WSJF-55.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1280-L1294,Enabler stehen nicht automatisch vor fachlichen Stories.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Enabler-Fixture erhält eigenen WSJF ohne automatischen Vorrang vor fachlicher Story.
WSJF-56,WSJF-56.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1295-L1316,WSJF wird direkt nur innerhalb sinnvoll vergleichbarer Backlogs und Bewertungsskalen verglichen; bei mehreren Backlogs wird der Vergleichsraum sichtbar.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Vergleich über inkompatible Projekte/Skalen wird markiert; lokaler Vergleichsraum ist sichtbar.
WSJF-57,WSJF-57.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1317-L1334,"Manuelle Prioritätsüberschreibung mit Grund ordnet Story bewusst anders ein, ohne WSJF zwingend zu ändern.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Manual Priority Override ändert Reihenfolge mit Grund und lässt WSJF unverändert.
WSJF-58,WSJF-58.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1335-L1351,"Eingabewerte werden nicht manipuliert, um gewünschte Reihenfolge zu erzwingen; dafür gilt Manual Priority Override.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Wunschreihenfolge wird mit Override statt verfälschtem BV/TC/RR/Size umgesetzt.
WSJF-59,WSJF-59.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1352-L1370,"Automatische Bewertung dokumentiert Wert, Begründung, Confidence und Zeitpunkt.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Bewertungslog enthält Wert, Begründung, Confidence, Zeitpunkt und bei Änderung Alt/Neu/Grund."
WSJF-59,WSJF-59.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1352-L1370,Neubewertung dokumentiert bisherigen und neuen Wert sowie Änderungsgrund.,ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Bewertungslog enthält Wert, Begründung, Confidence, Zeitpunkt und bei Änderung Alt/Neu/Grund."
WSJF-60,WSJF-60.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1371-L1388,"Automatisierung überschreibt keine manuellen Business Values, Prioritäten, Fachanforderungen, Acceptance Criteria, Architektur-, Design- oder Freigabeentscheidungen still.",ST-SOT-19,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Automatische Aktualisierung lässt geschützte manuelle Werte, AC und Freigaben unverändert."
WSJF-61,WSJF-61.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1389-L1413,Zwei Agents bearbeiten denselben kritischen Bereich nicht gleichzeitig unkoordiniert.,ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Zwei Claims im selben kritischen Schema-/Auth-Bereich verlangen Koordination.
WSJF-61,WSJF-61.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1389-L1413,"Schema, Authentifizierung, Autorisierung, zentrale Konfiguration, Templates, Design-System, API-Verträge und Deployment gelten mindestens Parallel With Coordination.",ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Zwei Claims im selben kritischen Schema-/Auth-Bereich verlangen Koordination.
WSJF-62,WSJF-62.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1414-L1431,"Controller begrenzt parallele Branches, halbfertige Stories, Merge-Konflikte und unkoordinierte technische Entscheidungen zugunsten kontrollierbarer Integration.",ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Controller stoppt zusätzliche konfliktträchtige Branches bei Review-/Integrationsstau.
WSJF-63,WSJF-63.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1432-L1449,"Controller prüft Ready Work, WSJF, Blocker, Claims, Konflikte, Parallelisierung, Agent-Kontext, Enabler und Claim-Sicherheit in dieser Reihenfolge.",ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Freier-Agent-Fixture durchläuft neun Prüfschritte vor Claim in definierter Reihenfolge.
WSJF-64,WSJF-64.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1450-L1464,"Höchster WSJF allein startet keine Story bei harter Dependency, Nutzerentscheidung, fehlendem Enabler, Konflikt, unbekanntem Repositoryzustand oder Integrationsgefahr.",ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Blockierte Topstory wird nicht gestartet; nächste tatsächlich ausführbare Story wird geprüft.
WSJF-64,WSJF-64.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1450-L1464,Statt blockierter höchster Story wird die nächste ausführbare Story betrachtet.,ST-SOT-21,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Blockierte Topstory wird nicht gestartet; nächste tatsächlich ausführbare Story wird geprüft.
WSJF-65,WSJF-65.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1465-L1492,"Teamablauf ist Backlog-Analyse, WSJF, Ready Queue, Dependencies, Conflict Scope, Claim, Implementierung, fremdes Review, Integration, Done und nächster Pull.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"End-to-End-Fixture durchläuft Queue, Claim, Review, Integration, Done und nächsten Pull."
WSJF-66,WSJF-66.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1493-L1514,WSJF bewertet wirtschaftlichen Vorrang; Ready Queue bewertet gegenwärtige Startbarkeit; Parallelization Status bewertet Gleichzeitigkeit; Controller weist nächste Arbeit zu.,ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Entscheidungs-Fixture trennt wirtschaftlichen Rang, Ready, Parallelität, Zuweisung und Nutzergrenze."
WSJF-66,WSJF-66.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1493-L1514,"Benutzer entscheidet selbst nur bei nötiger fachlicher, strategischer oder irreversibler Entscheidung.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,"Entscheidungs-Fixture trennt wirtschaftlichen Rang, Ready, Parallelität, Zuweisung und Nutzergrenze."
WSJF-67,WSJF-67.01,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1515-L1530,"Alle Agents und Chats arbeiten als gemeinsames Team mit Backlog, Priorisierung, State, Regeln und Claims.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Zwei-Agenten-End-to-End-Fixture nutzt einen Backlog/State und verlangt Review plus Integration vor Done.
WSJF-67,WSJF-67.02,docs/sot-optimization/sources/wsjf-multi-agent-input-2026-09-26.md#L1515-L1530,"Parallele Arbeit nur bei Sicherheit, Review vor Done und Integration vor Abschluss.",ST-SOT-20,MERGE_REQUIRED,NOT_IMPLEMENTED,PENDING,Zwei-Agenten-End-to-End-Fixture nutzt einen Backlog/State und verlangt Review plus Integration vor Done.
