ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-0212,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",831,acceptance-evidence,Not explicit,"**Zentraler Viewer-Befund und Korrektur:** In der lokalen Desktop-Vorschau war „Eine Bikepause im Grünen“ in der Vollansicht oben und unten abgeschnitten, obwohl das vollständige Webbild geladen wurde. Ursache war die Kombination aus automatisch bemessenem Bild und begrenzter Grid-Bühne. Die gemeinsame Regel in `photo-viewer.css` setzt das Bühnenbild nun auf die verfügbare Breite und Höhe mit `object-fit:contain`. Nach Neuladen zeigte die Sardinien-Vollansicht bei 1265 × 712 CSS-Pixeln die gesamte Bikepause und die sardische Küste; die Blätterpfeile standen mittig zur Bühne. Dieselbe Komponente gilt für alle Galerien; die übrigen Seiten und Formate sind noch separat visuell zu prüfen. Der Italien-Hero und die unveränderte Fahrzeug-Hero-Fassung wurden bei derselben lokalen Browsergröße sichtbar geprüft. Keine Tablet-/Mobil- oder echte Geräteprüfung wird behauptet."
SRC-0213,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",844,acceptance-evidence,Not explicit,"**Prüfstand:** Basis-Commit `500421e70029881f0d7360fed9f9075adc98d7b8` auf `codex/rework-with-project-skills`, dazu noch nicht committete lokale Änderungen. `node --test`, `python tools/test_site_build.py`, `python tools/build-detail-pages.py`, `python tools/build-public-galleries.py`, `node deploy/public-image-audit.mjs --strict`, `node deploy/plan-consistency.mjs` und `git diff --check` sind der reproduzierbare, nicht verändernde Teilprüflauf; die konkreten Ergebnisse stehen im folgenden Abschlussvermerk dieses Arbeitsstands. Keine vollständige Abnahme der 13 öffentlichen Seiten oder 83 Fotovarianten, kein Commit/Push, kein Release und kein Live-Check."
SRC-0214,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",855,acceptance-evidence,Partially Done (source wording),"**Abschlussvermerk dieses lokalen Teilstands:** `node --test` 27/27; `python tools/test_site_build.py` 3/3; `python tools/build-detail-pages.py` 2/2 unverändert; `python tools/build-public-galleries.py` 8/8 unverändert; strenger Bildlauf 13 Seiten, 84/84 referenzierte Bildvarianten und 84/84 Nachweise ohne fehlende oder abweichende Dateien; Planabgleich 23/23 Quellen; `git diff --check` ohne Diff-Fehler (nur Zeilenende-Hinweise). Diese Ergebnisse gelten für den lokalen, noch nicht committeten Arbeitsstand, nicht für Produktion."
SRC-0215,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",865,acceptance-evidence,Partially Done (source wording),"**Weiterer Struktur-Schritt vom 24.09.2026:** Die vier zweisprachigen Abschnittsüberschriften der Fahrzeugseite, einschließlich der optionalen Hinweiszeile beim Basisprofil, liegen nun als Felder in `content/detail-pages.json`; ihr Markup entsteht zentral in `site_detail.py`. `tools/migrate-vehicle-headings.py --write` verglich das vollständige gerenderte HTML vor und nach der einmaligen Migration und bestätigte Zeichenidentität. Der anschließende nicht verändernde Lauf `python tools/build-detail-pages.py` meldete 2/2 Seiten ohne Änderung; `python tools/test_site_build.py` bestand 4/4 einschließlich Prüfung der vier gemeinsamen Überschriften. `git diff --check` blieb fehlerfrei. Der vollständige erneute lokale Prüflauf ergab `node --test` 27/27, Galerie-Generator 8/8 ohne Änderung, strenger Bildlauf 13 Seiten mit 84/84 referenzierten und belegten Varianten ohne fehlende Quelle oder Hashabweichung sowie Planabgleich 23/23 Quellen. Diese technischen Ergebnisse ersetzen weder die visuelle Gesamtprüfung noch die Veröffentlichungsfreigabe. Die übrigen inneren Abschnitte sind noch nicht vollständig strukturiert; es handelt sich weiterhin um einen lokalen Teilstand, nicht um eine vollständige Seitenabnahme oder einen Live-Release."
SRC-0216,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",884,acceptance-evidence,Not explicit,"**Websiteweite Bildarbeit, weitere erste Sichtung am 24.09.2026:** `python tools/grade-photo-inventory.py` erfasste 84 referenzierte Varianten: ein Logo, vier vom Nutzer ausdrücklich unverändert belassene Fahrzeugbilder und 79 andere Fotos. `tools/grade-sitewide-safe-previews.py` erstellte 37 + 8 = 45 private, pixelgetreue erste Farbableitungen aus den registrierten unveränderten Projektkopien; die Quelle wurde jeweils vor und nach der Bearbeitung gegen den hinterlegten SHA-256 geprüft. Die Dateien, Hashes, Profile und gemessenen Tonwerte stehen in den privaten `review/graded-previews/sitewide-*/manifest.json`-Dateien. Es wurde kein Archivoriginal und kein öffentliches Webasset beschrieben."
SRC-0217,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",895,acceptance-evidence,Not explicit,"Die Vorher/Nachher-Kontaktbögen der 37 ersten Motive wurden gesichtet. Bei der zweiten Achtergruppe sind zwei Motive wegen sichtbarer Gesichter (`italien-2021/gallery/dsc-1719.jpg` mit erkennbarer Kinder-/Erwachsenen- Situation und `sabine-julie-bergsee-natur.png` mit sichtbarem Profil) für eine Nutzervorschau gesperrt; der bereinigte Kontaktbogen enthält nur die übrigen sechs. Für beide gesperrten Motive wurden intern engere, weichere Gesichtsmasken als zusätzliche Prüffassungen angelegt, jedoch nach Sichtung noch nicht als präzise genug für eine Nutzer-/Webvorschau gewertet. Sie bleiben zurückgehalten; insbesondere das italienische Motiv zeigt ein Kind. Eine dritte private Gruppe von 29 Farbableitungen wurde danach ebenfalls direkt aus unveränderten, vor und nach dem Export SHA-256-geprüften Projektkopien erzeugt. Drei HEIC-Quellen wurden ausschließlich im privaten Projektbereich zu JPEG-Arbeitskopien konvertiert; die HEIC-Originalkopien blieben unverändert. Insgesamt liegen damit 74 erste Farbableitungen für 74 Varianten vor; fünf bereits eigens freigegebene Varianten wurden nicht neu bearbeitet. **Keine** dieser neuen 74 Fassungen ist einzeln für Farbe, Ausschnitt, Spiegelung oder Privatsphäre abgenommen. Die internen Kontaktbögen der dritten Gruppe zeigen mehrere erkennbare Gesichter und Kennzeichen; nur eine eingeschränkte, unverbindliche Teilvorschau von insgesamt 47 der 74 Prüfbilder auf sieben gefilterten Bögen darf im Chat gezeigt werden. 27 bleiben bis zur Privatheitsprüfung zurückgehalten. Die strukturelle Weiterarbeit an den Seiten wurde in diesem Bildschritt noch nicht begonnen, weil der Nutzer die Bildvorschau ausdrücklich vorangestellt hat. Status: lokale, private Vorbereitung; nicht in die Website übernommen, nicht live."
SRC-0218,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",922,acceptance-evidence,Open/Blocked (source wording),"**Unabhängiger Template-Fortschritt trotz offener Bildfreigaben:** `tools/migrate-detail-cards.py --write` überführte vier wiederholte Kartengruppen aus Kajak- und Fahrzeugseite in strukturierte Seitendaten. `site_detail.py` rendert ihre gemeinsamen Artikelgrenzen und Rasterhüllen; die redaktionellen Karteninhalte bleiben seitenspezifisch. Vorher/Nachher war das vollständige erzeugte HTML beider Seiten zeichenidentisch. `python tools/build-detail-pages.py` prüfte 2/2 Seiten ohne Änderung und `python tools/test_site_build.py` bestand nun 5/5. Die weitere innere Template-Zerlegung, alle visuellen Größenprüfungen und der Gesamt-Release bleiben offen. Keine Bildfreigabe wurde durch diese Strukturarbeit ersetzt."
SRC-0219,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",933,acceptance-evidence,Not explicit,"**Reproduzierbarer Teilprüflauf nach beiden Arbeitssträngen:** `python tools/verify-sitewide-photo-reviews.py` bestätigt 79/79 Nicht-Fahrzeug-Varianten (74 private Farbproben und fünf erhaltene Einzelfreigaben) sowie unveränderte Projektquellen und intakte Prüfableitungen. `node --test` 27/27, Detailseiten-Tests 5/5, Detailseiten-Generator 2/2 ohne Ausgabeänderung, Galerie-Generator 8/8 ohne Ausgabeänderung, strenger Bildlauf 13 Seiten mit 84/84 Bildnachweisen, Planabgleich 23/23 und `git diff --check` ohne Diff-Fehler. Das ist kein Nachweis für visuelle Bildqualität oder Privatsphäre; die Website verwendet die neuen 74 Prüfbilder noch nicht. Keine lokale Gesamtabnahme, kein Commit/Push/Release und keine Live-Prüfung."
SRC-0220,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",945,acceptance-evidence,Not explicit,**Nutzer-Review 24. September 2026:** Die 74 technisch erzeugten Erstfassungen wurden als visuell zu schwach beanstandet. Sie sind damit ausdrücklich **nicht als fertig bearbeitet oder abgenommen** zu zählen. Die Kontaktbögen allein erwiesen sich für die Farbentscheidung als ungeeignet. Die zusätzliche Vorher/Nachher-Probe `review/graded-previews/black-beauty-shadow-v2-2026-09-24/` wurde direkt aus der unveränderten Projektkopie `DSC_2199.JPG` (SHA-256 `b51d8c08c6dbcf3aa2c125907e36d64e7cc8f9ac89b6b531e54da91de2329468`) erzeugt; Vorher-/Nachher-Hash der Quelle stimmt überein. Sie hebt nur die vorhandene Zeichnung im beschatteten Rad an und reduziert Grün leicht; auch sie ist lediglich eine private Richtungsprobe. Der erste stärkere Versuch hob echte Schwarztöne unnatürlich an und wurde verworfen. Keine dieser neuen Fassungen ist in Webassets eingebunden oder live.
SRC-0221,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",959,acceptance-evidence,Not explicit,"**Weitere Richtungsprobe 24. September:** Auf konkretes Nutzerfeedback zur zu flachen Wiese und Baumreihe wurde aus derselben unveränderten Projektkopie eine fünfte Black-Beauty-Schattenprobe erstellt: `review/graded-previews/black-beauty-shadow-v5-2026-09-24/`. Schattenzeichnung an Rad/Helm wurde beibehalten; nur reale Grünbereiche des Hintergrunds wurden selektiv in Farbtiefe und Dichte angehoben. Der helle Himmel wurde nicht ersetzt oder künstlich gezeichnet. Die Quelle hatte vor und nach der Bearbeitung den identischen SHA-256 `b51d8c08c6dbcf3aa2c125907e36d64e7cc8f9ac89b6b531e54da91de2329468`; die neue Ableitung hat SHA-256 `731e66806f9d3e992fb442b579c0effa757294a51e96a4a62b3a433c2fffeb83`. Nur lokale Prüfvorschau, Nutzerabnahme offen; Design-Guide inhaltlich unverändert, keine Website- oder Live-Änderung."
SRC-0222,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",973,acceptance-evidence,Not explicit,"**Zweites Nutzerfeedback und lokale Probe:** Auch V5 war in der Gesamtansicht für den Nutzer nicht unterscheidbar; sie gilt nicht als abgenommen. V6 unter `review/graded-previews/black-beauty-shadow-v6-2026-09-24/` stellt Schattenzeichnung an Rad und Helm der Originalkopie eine merklich dichtere Wald-/Wiesenfarbigkeit gegenüber. Ein separater vergrößerter Hintergrundausschnitt dient ausschließlich dem Review und ändert den Bildzuschnitt der endgültigen Ableitung nicht. Die V6-Datei hat SHA-256 `ed49e0d7faf440a132b5558a2dd50cdca09bf81c984991eb7edf9f22421a8881`; die Projektquelle blieb vor und nach beiden Vorgängen bei SHA-256 `b51d8c08c6dbcf3aa2c125907e36d64e7cc8f9ac89b6b531e54da91de2329468`. Auch V6 ist nur eine lokale Prüffassung, nicht freigegeben oder eingebunden."
SRC-0223,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,"Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag 24. September 2026: Bildfreigaben, Detailstrukturen und Viewer",986,acceptance-evidence,Not explicit,"**Korrektur nach Nutzerhinweis zur linken Bildhälfte:** Die V6-Maske schloss links und mittig zu viel Wald/Wiese zusammen mit dem Rad von der Farbkorrektur aus. V7 unter `review/graded-previews/black-beauty-shadow-v7-2026-09-24/` wendet die Grünkorrektur unabhängig von der räumlichen Rad-Schattenmaske auf die tatsächlich grünen Bildteile an. `links-mitte-v6-v7.jpg` vergleicht nur den vergrößerten Prüfausschnitt; das volle Foto bleibt unbeschnitten. V7 SHA-256: `05da00c39696021eb413b3d659eff4437c23f113cf409a8966e5a66a3714bfef`. Die unveränderte Projektquelle wurde erneut vor/nach der Verarbeitung gegen `b51d8c08c6dbcf3aa2c125907e36d64e7cc8f9ac89b6b531e54da91de2329468` geprüft. Zu diesem Zeitpunkt: lokale Vorschau, noch keine Nutzerfreigabe, keine Web- oder Live-Änderung. Der spätere lokale Webeinbau ist im Nachtrag unten gesondert belegt."
SRC-0224,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Seitenstruktur parallel zur Bildprüfung,1003,acceptance-evidence,Open/Blocked (source wording),"Die vier bereits genehmigten vorläufigen Radprofile verwenden nun ein einziges Build-Template `render_pending_bike_main` in `site_detail.py` mit seitenspezifischen deutschen/englischen Inhalten in `content/pending-bike-pages.json`. `tools/build-detail-pages.py` prüft damit sechs bestehende Detailseiten: Kajak, Fahrzeug sowie Cube, Trek, Woom 2 und Diamant. Ergebnis `6 detail pages checked, 0 changed` – der aktuelle HTML-Ausgabestand ist bytegleich, die Homepage nicht betroffen. Die Ausnahme ohne Galerie gilt nur für die vier ausdrücklich als „in Vorbereitung“ markierten Profile, nicht für fertige Radseiten. `python -m unittest tools.test_site_build` bestand 7/7 einschließlich Template-Wiederverwendung und unveränderter Radseiten; `node --test` bestand 27/27; Galerie-Generator 8/8 ohne Abweichung. `python build-travel-pages.py --check` prüfte den Hauptinhalt von Norwegen, Sardinien und Italien sowie die Startseitenlinks, ohne Ausgabedateien zu schreiben; der separat erzeugte SEO-Head ist nicht Teil dieses Vergleichs. Nur lokale Strukturarbeit, kein Commit, Push oder Live-Release. Die Foto-Einzelprüfung und umfassende responsive Sichtabnahme bleiben offen."
SRC-0225,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Bild-Triage statt pauschaler Automatikkorrektur,1023,acceptance-evidence,Not explicit,"Die 74 verworfenen ersten Farbvarianten entsprechen nur 68 verschiedenen Projektquellen; Mehrfachverwendungen müssen motivbezogen einmal bearbeitet, aber an jeder Einbindung geprüft werden. Eine private Einzelprobe des Norwegen-Fjord-Heros aus `review/selected-originals/hero-reference/norwegen-2018/P7100548.JPG` (SHA-256 `eb96075505a1c0e2cc5324932946c38c2828cad4f3fdf348c6ad9c65b8a617d7`) zeigte beim großen Vorher/Nachher-Vergleich keinen überzeugenden Mehrwert und wird nicht eingebunden. Die Quelle blieb nach dem Test unverändert. Für das Scott-Innenraumfoto entstand eine private, sichtbar kühlere V2-Probe aus `review/selected-originals/scott-genius/DSC_0055_1.JPG` (Quelle unverändert, SHA-256 `abf545d7893d46e268258b9ddd69031354a11a5e6704022dde7d36fff2f18bc0`; Prüfdatei `fa3bf2f02e58e6058e6ab84b3e4014c8a6a0b419ccec45bfdab1580579d75946`). Sie bleibt ohne Einzelabnahme eine private Prüffassung."
SRC-0226,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Bild-Triage statt pauschaler Automatikkorrektur,1037,acceptance-evidence,Not explicit,"**Lokal eingebundenes, vom Nutzer als Richtung bestätigtes Einzelmotiv:** Die Black-Beauty-Tourenpause V7 wurde direkt aus der unveränderten `DSC_2199.JPG`-Projektkopie erneut verarbeitet und als `assets/bikes/scott-tourenpause-2022-editorial-v2.webp` (1800 × 1350, WebP Qualität 88; SHA-256 `5a898632608330dd509dc65c11e9e3cd6fba8aa83edb907832a814256d656586`) exportiert. Die vorher/nachher überprüfte Projektkopie blieb bei SHA-256 `b51d8c08c6dbcf3aa2c125907e36d64e7cc8f9ac89b6b531e54da91de2329468`. `content/public-galleries.json` ist die zentrale Inhaltsquelle; der Galerie-Generator aktualisierte genau die Scott-Seite. Dieselbe Webdatei dient Kachel und Vollansicht. Der strenge lokale Bildlauf bestätigte 84/84 referenzierte Varianten und keine fehlenden Web- oder Projektdateien; 8/8 Galerien und 6/6 Detailseiten stimmen mit ihren Generatoren überein. Archivherkunft dieser Projektkopie ist noch nicht abschließend belegt; keine pauschale Foto-, Datenschutz- oder Live-Gesamtfreigabe. Die neue Webdatei ist ausschließlich in der lokalen Vorschau sichtbar. Der lokale Server `127.0.0.1:8788` lieferte Scott-Seite und neue WebP jeweils mit HTTP 200; das ausgelieferte HTML verweist auf die neue Datei (653192 Bytes). Nach dem Einbau bestanden erneut 27/27 Node-Tests."
SRC-0227,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Bild-Triage statt pauschaler Automatikkorrektur,1057,acceptance-evidence,Open/Blocked (source wording),"**Lokale Viewer-Nachprüfung am 24. September:** Die Scott-Seite wurde im lokalen Browser geöffnet, die neue Kachel „Pause am Wegesrand · 2022“ angeklickt und das Bild in der gemeinsamen Vollansicht sichtbar geprüft. Der Viewer zeigte das Motiv als Foto 18/21 mit Vor-/Zurück- und Schließen-Bedienung; Schließen brachte die Seite zurück. Das ist eine Einzelprüfung dieser Einbindung und keine Gesamtfreigabe der übrigen Fotos. Der abschließende nicht schreibende Prüflauf bestand mit 27/27 Node- und 7/7 Python-Tests, 6/6 Detailseiten, 8/8 Galerien, drei Reiseberichten im `--check`-Modus, 84/84 Bilddatensätzen ohne fehlende Datei oder Hash-Abweichung und 23/23 Planquellen. Die vollständige neue Responsive-Sichtabnahme aller 13 Seiten sowie die fachliche Freigabe der weiteren Bildmotive bleiben offen; Live-Status unverändert."
SRC-0228,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Nutzerkritik an Bildern 3/4 und vollständige weitere Bildliste,1072,acceptance-evidence,Not explicit,"Der Nutzer bestätigte ausdrücklich die zuvor gezeigten Bilder 1, 2 und 5; die vier KI-bereinigten Fahrzeugbilder bleiben unverändert. Für das Italien-Herobild wurde aus der unveränderten Projektkopie `P9200258.JPG` (SHA-256 `a9ce79e7b66a8b4a606b762afceaf10040462ca5cb700798afac079766dd0dff`) eine stärker differenzierte, private V4 mit zurückgenommenem Burgweiß und kräftigerem Grün erstellt (SHA-256 `3431b1e9bfce45bc1e61aa26f9ff7396bfcbd2bca18e8b05b61d78dc64ecba4c`). Die Trulli-V12 wurde mit zusätzlicher kleiner Drehung im Uhrzeigersinn aus der unveränderten Projektkopie `DSC_0063.JPG` (SHA-256 `bc4136d23206a7f66e01ae8971b6b9ef8097ea7206dbbb66a377485ad6b9c9e7`) als private Vorschau erstellt (SHA-256 `67e93208644f05eb5c83a268d61d15fec1ebb41a3084ee3c25298895d9745ab5`). Beide wurden dem Nutzer gezeigt, aber weder als freigegeben bezeichnet noch in Webdateien übernommen. Bereits ausgebrannte Quellpixel können nicht als echte Burgtextur wiederhergestellt werden."
SRC-0229,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Nutzerkritik an Bildern 3/4 und vollständige weitere Bildliste,1088,acceptance-evidence,Not explicit,"Die 74 zuvor erfassten weiteren Varianten wurden für eine zweite, motivbezogene private Farbsichtung neu aus ihren gehashten Projektkopien abgeleitet. Alle 74 Quell- und Derivat-Hashes stimmen im lesenden Lauf `python tools/verify-sitewide-photo-reviews.py --second-pass` überein. Davon sind 73 weiterhin aktuelle Webvarianten; eine alte Scott-Variante ist durch die schon lokal eingebaute, separat geprüfte Pause ersetzt. Die Website hat damit 79 aktuelle nicht-fahrzeugbezogene Varianten (73 Kandidaten + sechs lokale Bestandsfassungen). Die öffentliche Referenz-/Quellenprüfung `node deploy/public-image-audit.mjs --strict` meldet 13 Seiten, 84/84 referenzierte Bildvarianten, keine fehlende Datei, keine Hashabweichung und 54 passende Archivquellen-Hashes. Dies beweist Dateiintegrität und Abdeckung, **nicht** visuelle oder Datenschutz-Freigabe. Die Sichtprüfung zeigte bei mehreren Motiven weiterhin zu geringe Verbesserung; Einzelkorrekturen sind offen."
SRC-0230,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: Nutzerkritik an Bildern 3/4 und vollständige weitere Bildliste,1103,acceptance-evidence,Partially Done (source wording),"Die private, nur an `127.0.0.1:8789` gebundene Einzelbild-Vorschau zeigt nach der ausdrücklichen Personenentscheidung vom 24.09.2026 72 der 74 Farbproben in großer Ansicht. Erwachsene werden nicht mehr vorsorglich anonymisiert; Helmut und Sabine bleiben sichtbar. Die früheren Erwachsenengesicht-Masken sind nur noch private, nicht aktive Zwischenergebnisse. Kinder werden anonymisiert, Kennzeichen weiterhin geschützt. Zwei Motive sind bis zur Kinder-/Altersprüfung gesperrt: Nr. 63 `reisen/sardinien-2019/gallery/dsc-0280.jpg` und Nr. 69 `riverstar/gallery/kajak-09.jpg`. Zwei andere Motive enthalten nach Vollbildprüfung nur nicht identifizierende Rückansichten. Beim Norwegen-Campingmotiv 12 ergaben 100%-Ausschnitte der Fahrzeugbereiche kein sichtbares Kennzeichen. Die aktiven Kinder-/Kennzeichenableitungen wurden anhand von 100%-Ausschnitten gesichtet; das ist noch keine Nutzerfreigabe. Weitere private Maskenversuche wurden bei der 100%-Prüfung als zu grob oder unvollständig erkannt und **nicht** in die Vorschau oder Website übernommen. Keine unveränderte Projektkopie und keine Archivdatei wurde überschrieben. Offen: Farb- und 100%-Datenschutzprüfung je Motiv, Nutzerreview aller neuen Fassungen, lokale Webeinbindung und vollständige Sichtabnahme der eingebauten Bilder; danach erst Commit/Push und Live-Release nach ausdrücklicher lokaler Gesamtsichtung des Nutzers. Status: teilweise dokumentiert und lokal vorbereitet; **nicht vollständig umgesetzt, nicht abgenommen, nicht live**."
SRC-0231,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1128,acceptance-evidence,Not explicit,"Der nicht verändernde lokale Lauf `node tools/audit-responsive-preview.mjs` erfasste 13 öffentliche Seiten in fünf Formaten. Bei der ersten Sichtung wurde die gemeinsame Kajak-Hero-Regel von einer älteren Abschnittsregel übersteuert (mobil abgeschnittener Text); die Korrektur erfolgte zentral in `kajak-hero.css`. Die älteren, nur für eingehende Links erhaltenen Übersichtsseiten hatten eine unsichtbare Klickbarriere über ihrem Hero-Foto; `equipment-pages.css` lässt den Foto-Klick nun durch. Der erneute Gesamtlauf meldet **65/65 technische Prüfungen bestanden**: HTTP 200, genau eine H1, keine horizontalen Überläufe, keine fehlenden geladenen Bilder oder Seiten-JavaScript-Fehler, Foto-Viewer per Klick öffnen und mit Escape schließen. Das ist ein technischer Browserlauf, keine individuelle fachliche Freigabe jedes Fotos."
SRC-0232,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1141,acceptance-evidence,Not explicit,| Seite | Desktop | Tablet hoch/quer | Smartphone hoch/quer | Stand |
SRC-0233,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1143,acceptance-evidence,Not explicit,| `index.html` | technisch geprüft | technisch geprüft | technisch geprüft | eigener Aufbau bewahrt; Nutzerreview offen |
SRC-0234,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1144,acceptance-evidence,Not explicit,| `vehicle.html` | technisch geprüft | technisch geprüft | technisch geprüft | Fahrzeug-Template; Nutzerreview offen |
SRC-0235,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1145,acceptance-evidence,Not explicit,"| `kajak.html` | technisch geprüft | technisch geprüft | technisch geprüft | Referenz, Mobil-Hero korrigiert; Nutzerreview offen |"
SRC-0236,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1146,acceptance-evidence,Not explicit,| `norwegen-2018.html` | technisch geprüft | technisch geprüft | technisch geprüft | Reisebericht-Template; Nutzerreview offen |
SRC-0237,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1147,acceptance-evidence,Not explicit,| `sardinien-2019.html` | technisch geprüft | technisch geprüft | technisch geprüft | Reisebericht-Template; Nutzerreview offen |
SRC-0238,docs/abnahmeberichte/rework-bestandspruefung-2026-09-23.md,Gesamtauftrag: Bestandsprüfung und lokaler Korrekturstand / Reproduzierbare Prüfungen und Release-Grenze / Nachtrag: responsiver Gesamt-Prüflauf und visueller Review,1148,acceptance-evidence,Not explicit,| `italien-2021.html` | technisch geprüft | technisch geprüft | technisch geprüft | Reisebericht-Template; Bild 3/4 offen |
