AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-0549.b,SRC-0549,docs/betrieb.md,6,"Sie gibt keine Geheimnisse aus und verändert keine öffentliche Website, bevor ein Release ausdrücklich beauftragt ist.",traceability-matrix.csv#SRC-0549,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0549",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0549.b1,SRC-0549.b2","Sie gibt keine Geheimnisse aus und verändert keine öffentliche Website, bevor ein Release ausdrücklich beauftragt ist.","ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0549",Planning target checked; implementation and current live state not independently verified,"SRC-0549.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0550.a,SRC-0550,docs/betrieb.md,10,Für Fotodateien gilt die vom Nutzer am 23.,traceability-matrix.csv#SRC-0550,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0550.b,Für Fotodateien gilt die vom Nutzer am 23.,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Planning target checked; implementation and current live state not independently verified,SRC-0550.a: incomplete date/list marker; only meaningful together with SRC-0550.b.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0550.b,SRC-0550,docs/betrieb.md,10,"September 2026 gewählte Projektisolation: das gemeinsam genutzte Originalarchiv nur lesend verwenden, seine Windows-ACL nicht ändern.",traceability-matrix.csv#SRC-0550,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0550.b1,SRC-0550.b2","September 2026 gewählte Projektisolation: das gemeinsam genutzte Originalarchiv nur lesend verwenden, seine Windows-ACL nicht ändern.","ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Planning target checked; implementation and current live state not independently verified,"SRC-0550.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0550.c,SRC-0550,docs/betrieb.md,10,Projektkopien bleiben unverändert;,traceability-matrix.csv#SRC-0550,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0550.c,,Projektkopien bleiben unverändert;,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Planning target checked; implementation and current live state not independently verified,"SRC-0550.c: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0550.d,SRC-0550,docs/betrieb.md,10,die Staging-Skripte verweigern eine abweichende vorhandene Kopie und prüfen Quell-/Kopie-Prüfsummen.,traceability-matrix.csv#SRC-0550,"ST-PHOTO-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0550",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0550.d1,SRC-0550.d2",die Staging-Skripte verweigern eine abweichende vorhandene Kopie und prüfen Quell-/Kopie-Prüfsummen.,"ST-PHOTO-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0550",Planning target checked; implementation and current live state not independently verified,"SRC-0550.d: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0550.e,SRC-0550,docs/betrieb.md,10,Webableitungen entstehen nur im Projekt.,traceability-matrix.csv#SRC-0550,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0550.e,,Webableitungen entstehen nur im Projekt.,"ST-PHOTO-01#Acceptance-Criteria,constraint-register.md#src-0550",Planning target checked; implementation and current live state not independently verified,"SRC-0550.e: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0551.a,SRC-0551,docs/betrieb.md,18,1.,traceability-matrix.csv#SRC-0551,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0551.b,1.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Planning target checked; implementation and current live state not independently verified,SRC-0551.a: incomplete date/list marker; only meaningful together with SRC-0551.b.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0551.b,SRC-0551,docs/betrieb.md,18,Den lokalen Branch mit der maßgeblichen Quelle abgleichen;,traceability-matrix.csv#SRC-0551,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0551.b,,Den lokalen Branch mit der maßgeblichen Quelle abgleichen;,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Planning target checked; implementation and current live state not independently verified,"SRC-0551.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0551.c,SRC-0551,docs/betrieb.md,18,einen neueren Produktionsstand zunächst lesend sichern und Unterschiede klären.,traceability-matrix.csv#SRC-0551,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0551.c1,SRC-0551.c2",einen neueren Produktionsstand zunächst lesend sichern und Unterschiede klären.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Planning target checked; implementation and current live state not independently verified,"SRC-0551.c: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0551.d,SRC-0551,docs/betrieb.md,18,Änderung und vollständige Anwendungstests lokal durchführen.,traceability-matrix.csv#SRC-0551,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0551.d,,Änderung und vollständige Anwendungstests lokal durchführen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Planning target checked; implementation and current live state not independently verified,"SRC-0551.d: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0551.e,SRC-0551,docs/betrieb.md,18,Bei Website-Bildern zusätzlich `node deploy/public-image-audit.mjs --strict` bestehen lassen.,traceability-matrix.csv#SRC-0551,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0551.e,,Bei Website-Bildern zusätzlich `node deploy/public-image-audit.mjs --strict` bestehen lassen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0551",Planning target checked; implementation and current live state not independently verified,"SRC-0551.e: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.a,SRC-0552,docs/betrieb.md,22,2.,traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0552.b,2.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,SRC-0552.a: incomplete date/list marker; only meaningful together with SRC-0552.b.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.b,SRC-0552,docs/betrieb.md,22,Den geprüften exakten Stand committen und pushen.,traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0552.b,,Den geprüften exakten Stand committen und pushen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,"SRC-0552.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.c,SRC-0552,docs/betrieb.md,22,"Erst dann diesen Commit in einer kurzen Remote-Sitzung übertragen, ohne `.env`, Dumps oder Originalfotos zu kopieren.",traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0552.c1,SRC-0552.c2,SRC-0552.c3,SRC-0552.c4","Erst dann diesen Commit in einer kurzen Remote-Sitzung übertragen, ohne `.env`, Dumps oder Originalfotos zu kopieren.","ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,"SRC-0552.c: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.d,SRC-0552,docs/betrieb.md,22,Keine direkte Produktionsreparatur als Ersatz für diesen Weg.,traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0552.d,,Keine direkte Produktionsreparatur als Ersatz für diesen Weg.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,"SRC-0552.d: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.e,SRC-0552,docs/betrieb.md,22,Aktive Web-Releases liegen als entpacktes Archiv des geprüften Commit unter `/opt/vanventure/releases/<commit>/source`;,traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0552.e,,Aktive Web-Releases liegen als entpacktes Archiv des geprüften Commit unter `/opt/vanventure/releases/<commit>/source`;,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,"SRC-0552.e: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0552.f,SRC-0552,docs/betrieb.md,22,Compose erhält die bestehende private `/opt/vanventure/.env` separat.,traceability-matrix.csv#SRC-0552,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0552.f,,Compose erhält die bestehende private `/opt/vanventure/.env` separat.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0552",Planning target checked; implementation and current live state not independently verified,"SRC-0552.f: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.a,SRC-0553,docs/betrieb.md,28,3.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0553.b,3.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,SRC-0553.a: incomplete date/list marker; only meaningful together with SRC-0553.b.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.b,SRC-0553,docs/betrieb.md,28,Auf dem Produktionshost `sh deploy/release-check.sh` ausführen.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0553.b,,Auf dem Produktionshost `sh deploy/release-check.sh` ausführen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.c,SRC-0553,docs/betrieb.md,28,Der Host hat bewusst keine Node-Installation;,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Context,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Context,,,Der Host hat bewusst keine Node-Installation;,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.c: source role, dated incident, evidence link or active-plan status; no independent implementation task.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.d,SRC-0553,docs/betrieb.md,28,der Ablauf prüft Compose und den laufenden Healthcheck.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0553.d1,SRC-0553.d2",der Ablauf prüft Compose und den laufenden Healthcheck.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.d: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.e,SRC-0553,docs/betrieb.md,28,Bei Migrationen oder anderen nicht leicht reversiblen Datenänderungen erzeugt der Standardaufruf vorher einen geschützten Dump.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0553.e1,SRC-0553.e2",Bei Migrationen oder anderen nicht leicht reversiblen Datenänderungen erzeugt der Standardaufruf vorher einen geschützten Dump.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.e: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.f,SRC-0553,docs/betrieb.md,28,Für einen rein zustandslosen Präsentations-/CSS-/JavaScript-Release darf `sh deploy/release-check.sh --stateless` ohne Datenbankdump verwendet werden.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0553.f,,Für einen rein zustandslosen Präsentations-/CSS-/JavaScript-Release darf `sh deploy/release-check.sh --stateless` ohne Datenbankdump verwendet werden.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.f: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0553.g,SRC-0553,docs/betrieb.md,28,Bei einem fehlgeschlagenen Pflichtcheck darf kein Release erfolgen.,traceability-matrix.csv#SRC-0553,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0553.g,,Bei einem fehlgeschlagenen Pflichtcheck darf kein Release erfolgen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0553",Planning target checked; implementation and current live state not independently verified,"SRC-0553.g: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.a,SRC-0554,docs/betrieb.md,35,4.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0554.b,4.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,SRC-0554.a: incomplete date/list marker; only meaningful together with SRC-0554.b.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.b,SRC-0554,docs/betrieb.md,35,Vor dem Umschalten das Web-Image aus genau diesem Archiv bauen und erforderliche importierte Dateien und zentrale UI-Assets im fertigen Image prüfen.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0554.b1,SRC-0554.b2,SRC-0554.b3",Vor dem Umschalten das Web-Image aus genau diesem Archiv bauen und erforderliche importierte Dateien und zentrale UI-Assets im fertigen Image prüfen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.b: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.c,SRC-0554,docs/betrieb.md,35,Dies verhindert den am 24.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Merged,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; merged source fragment,Context,,SRC-0554.d,Dies verhindert den am 24.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,SRC-0554.c: incomplete date/list marker; only meaningful together with SRC-0554.d.,,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.d,SRC-0554,docs/betrieb.md,35,September beobachteten fehlenden `public-page-routes.mjs`-Import.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Context,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Context,,,September beobachteten fehlenden `public-page-routes.mjs`-Import.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.d: source role, dated incident, evidence link or active-plan status; no independent implementation task.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.e,SRC-0554,docs/betrieb.md,35,Dann nur den betroffenen Webdienst aktualisieren.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0554.e,,Dann nur den betroffenen Webdienst aktualisieren.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.e: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.f,SRC-0554,docs/betrieb.md,35,"Anschließend `/healthz`, die betroffenen öffentlichen oder privaten Routen und das sichtbare Ergebnis einschließlich CSP-konformer Icons im echten Browser live prüfen.",traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0554.f1,SRC-0554.f2,SRC-0554.f3,SRC-0554.f4","Anschließend `/healthz`, die betroffenen öffentlichen oder privaten Routen und das sichtbare Ergebnis einschließlich CSP-konformer Icons im echten Browser live prüfen.","ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.f: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.g,SRC-0554,docs/betrieb.md,35,"PostgreSQL, Caddy und öffentliche Dateien bleiben aktiv;",traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0554.g,,"PostgreSQL, Caddy und öffentliche Dateien bleiben aktiv;","ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.g: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.h,SRC-0554,docs/betrieb.md,35,nur der Webdienst startet bei erforderlichem Image-Rebuild neu.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Split,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; split into semantic successors,Project rule / constraint,,"SRC-0554.h1,SRC-0554.h2",nur der Webdienst startet bei erforderlichem Image-Rebuild neu.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.h: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
SRC-0554.i,SRC-0554,docs/betrieb.md,35,Remote-Sitzung unmittelbar nach der Prüfung schließen.,traceability-matrix.csv#SRC-0554,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Rule / Constraint,Unverified / unknown,Source/history only; PKG-022 did not inspect product code or current live state,Original clause rechecked against full source and current target; individually assessed,Project rule / constraint,SRC-0554.i,,Remote-Sitzung unmittelbar nach der Prüfung schließen.,"ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-0554",Planning target checked; implementation and current live state not independently verified,"SRC-0554.i: Source condition, scope and exception retained in cited story or constraint; no implementation claim.",,b72007d95914bf9bf15fa945c4ba10daed81553755a075fbcb19de8facd0cd8d,PKG-022,"Full original block rejoined exactly; all PKG-022 clauses and current targets checked; planning only, no current code/live verification"
